K00001	E1.1.1.1, adh	alcohol dehydrogenase [EC:
K06078	lpp	murein lipoprotein
K06079	cutF, nlpE	copper homeostasis protein (lipoprotein)
K06080	rcsF	RcsF protein
K06081	NECTIN1	poliovirus receptor-related protein 1
K06082	FARP2	FERM, RhoGEF and pleckstrin domain protein 2
K06083	WASF3	WAS protein family, member 3
K06084	LMO7	F-box protein 20
K06085	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein
K06086	SORBS1	sorbin and SH3 domain containing 1
K06087	CLDN24 	claudin
K06088	OCLN	occludin
K06089	F11R	junctional adhesion molecule 1
K06090	CRB3	crumbs 3
K06091	MPP5	MAGUK p55 subfamily member 5
K06092	PATJ	InaD-like protein
K06093	PARD6A 	partitioning defective protein 6
K06094	LLGL2 	lethal(2) giant larvae protein
K06095	MPDZ	multiple PDZ domain protein
K06096	VAPA	vesicle-associated membrane protein-associated protein A
K06097	TJP3	tight junction protein 3
K06098	TJP2	tight junction protein 2
K06099	YBX3	cold shock domain protein A
K06100	SYMPK	symplekin
K06101	ASH1L	histone-lysine N-methyltransferase ASH1L [EC:
K06102	CGN	cingulin
K06103	CASK	calcium/calmodulin-dependent serine protein kinase [EC:
K06104	AMOTL1 	angiomotin like
K06105	TJAP1	tight junction protein 4
K06106	CTTN 	cortactin
K06107	EPB41 	erythrocyte membrane protein band 4.1
K06108	RAB3B	Ras-related protein Rab-3B
K06109	RAB13	Ras-related protein Rab-13
K06110	EXOC3	exocyst complex component 3
K06111	EXOC4	exocyst complex component 4
K06112	MAGI3	membrane-associated guanylate kinase-related
K06113	abnA	arabinan endo-1,5-alpha-L-arabinosidase [EC:
K06114	SPTA1 	spectrin alpha
K06115	SPTBN5 	spectrin beta
K06116	GPP1	glycerol 3-phosphatase 1 [EC:
K06117	GPP2	glycerol 3-phosphatase 2 [EC:
K06118	SQD1, sqdB	UDP-sulfoquinovose synthase [EC:
K06119	SQD2	sulfoquinovosyltransferase [EC:2.4.1.-]
K06120	dhaB	glycerol dehydratase large subunit [EC:
K06121	dhbC	glycerol dehydratase medium subunit [EC:
K06122	dhbE	glycerol dehydratase small subunit [EC:
K06123	AYR1	1-acylglycerone phosphate reductase [EC:
K06124	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase [EC:
K06125	COQ2	4-hydroxybenzoate polyprenyltransferase [EC:
K06126	COQ6	ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
K06127	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:
K06128	LYPLA1	lysophospholipase I [EC:
K06129	PLA2G15	lysophospholipase III [EC:
K06130	LYPLA2	lysophospholipase II [EC:
K06131	clsA_B	cardiolipin synthase A/B [EC:2.7.8.-]
K06132	clsC	cardiolipin synthase C [EC:2.7.8.-]
K06133	AASDHPPT	4'-phosphopantetheinyl transferase [EC:2.7.8.-]
K06134	COQ7	ubiquinone biosynthesis monooxygenase Coq7 [EC:1.14.13.-]
K06135	pqqA	pyrroloquinoline quinone biosynthesis protein A
K06136	pqqB	pyrroloquinoline quinone biosynthesis protein B
K06137	pqqC	pyrroloquinoline-quinone synthase [EC:
K06138	pqqD	pyrroloquinoline quinone biosynthesis protein D
K06139	pqqE	pyrroloquinoline quinone biosynthesis protein E
K06140	rnk	regulator of nucleoside diphosphate kinase
K06141	tsgA	MFS transporter, TsgA protein
K06142	hlpA, ompH	outer membrane protein
K06143	creD	inner membrane protein
K06144	uspB	universal stress protein B
K06145	gntR	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K06146	idnR, gntH	LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator
K06147	ABCB-BAC	ATP-binding cassette, subfamily B, bacterial
K06148	ABCC-BAC	ATP-binding cassette, subfamily C, bacterial
K06149	uspA	universal stress protein A
K06151	E1.1.99.3A	gluconate 2-dehydrogenase alpha chain [EC:
K06152	E1.1.99.3G	gluconate 2-dehydrogenase gamma chain [EC:
K06153	bacA	undecaprenyl-diphosphatase [EC:
K06154	lysM	Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
K06155	gntT	Gnt-I system high-affinity gluconate transporter
K06156	gntU	Gnt-I system low-affinity gluconate transporter
K06157	idnT	Gnt-II system L-idonate transporter
K06158	ABCF3	ATP-binding cassette, subfamily F, member 3
K06159	yojI	putative ATP-binding cassette transporter
K06160	pvdE	putative ATP-binding cassette transporter
K06161	syrD	putative ATP-binding cassette transporter
K06162	phnM	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:
K06163	phnJ	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:
K06164	phnI	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:
K06165	phnH	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:
K06166	phnG	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:
K06167	phnP	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:
K06168	miaB	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:
K06169	miaE	tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]
K06170	PSENEN	presenilin enhancer 2
K06171	NCSTN	nicastrin
K06172	APH1A 	gamma-secretase subunit APH-1A
K06173	PUS1	tRNA pseudouridine38-40 synthase [EC:
K06174	ABCE1	ATP-binding cassette, sub-family E, member 1
K06175	truC	tRNA pseudouridine65 synthase [EC:
K06176	PUS7 	tRNA pseudouridine13 synthase [EC:
K06177	rluA	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:
K06178	rluB	23S rRNA pseudouridine2605 synthase [EC:
K06179	rluC	23S rRNA pseudouridine955/2504/2580 synthase [EC:
K06180	rluD	23S rRNA pseudouridine1911/1915/1917 synthase [EC:
K06181	rluE	23S rRNA pseudouridine2457 synthase [EC:
K06182	rluF	23S rRNA pseudouridine2604 synthase [EC:
K06183	rsuA	16S rRNA pseudouridine516 synthase [EC:
K06184	ABCF1	ATP-binding cassette, subfamily F, member 1
K06185	ABCF2	ATP-binding cassette, subfamily F, member 2
K06186	bamE, smpA	outer membrane protein assembly factor BamE
K06187	recR	recombination protein RecR
K06188	aqpZ	aquaporin Z
K06189	corC	magnesium and cobalt transporter
K06190	ispZ	intracellular septation protein
K06191	nrdH	glutaredoxin-like protein NrdH
K06192	pqiB	paraquat-inducible protein B
K06193	phnA	protein PhnA
K06194	nlpD	lipoprotein NlpD
K06195	apaG	ApaG protein
K06196	ccdA	cytochrome c-type biogenesis protein
K06197	chaB	cation transport regulator
K06198	coiA	competence protein CoiA
K06199	crcB	CrcB protein
K06200	cstA	carbon starvation protein
K06201	CUTC	copper homeostasis protein
K06202	cyaY	CyaY protein
K06203	cysZ	CysZ protein
K06204	dksA	DnaK suppressor protein
K06205	mioC	MioC protein
K06206	sfsA	sugar fermentation stimulation protein A
K06207	typA, bipA	GTP-binding protein
K06208	aroH	chorismate mutase [EC:
K06209	pheB	chorismate mutase [EC:
K06210	NMNAT2 	nicotinamide mononucleotide adenylyltransferase [EC:
K06211	nadR	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:
K06212	focA	formate transporter
K06213	mgtE	magnesium transporter
K06214	csgG	curli production assembly/transport component CsgG
K06215	pdxS, pdx1	pyridoxal 5'-phosphate synthase pdxS subunit [EC:
K06216	rbsU	putative ribose uptake protein
K06217	phoH, phoL	phosphate starvation-inducible protein PhoH and related proteins
K06218	relE, stbE	mRNA interferase RelE/StbE
K06219	smtA	S-adenosylmethionine-dependent methyltransferase
K06220	WASF	WAS protein family
K06221	dkgA	2,5-diketo-D-gluconate reductase A [EC:
K06222	dkgB	2,5-diketo-D-gluconate reductase B [EC:
K06223	dam	DNA adenine methylase [EC:
K06224	HH	hedgehog
K06225	PTCH1	patched 1
K06226	SMO	smoothened
K06227	COS2	costal 2
K06228	STK36	fused [EC:
K06229	SUFU	suppressor of fused
K06230	GLI3	zinc finger protein GLI3
K06231	HHIP	hedgehog interacting protein
K06232	GAS1	growth arrest-specific 1
K06233	LRP2	low density lipoprotein-related protein 2
K06234	RAB23	Ras-related protein Rab-23
K06235	ZIC2	zinc finger protein ZIC 2
K06236	COL1A1 	collagen, type I, alpha
K06237	COL4A1 	collagen, type IV, alpha
K06238	COL6A1 	collagen, type VI, alpha
K06240	LAMA3 	laminin, alpha 3/5
K06241	LAMA4	laminin, alpha 4
K06243	LAMB2	laminin, beta 2
K06244	LAMB3	laminin, beta 3
K06245	LAMB4	laminin, beta 4
K06246	LAMC2	laminin, gamma 2
K06247	LAMC3	laminin, gamma 3
K06248	CHAD	chondroadherin
K06249	RELN	reelin [EC:3.4.21.-]
K06250	SPP1	secreted phosphoprotein 1
K06251	VTN	vitronectin
K06252	TNC 	tenascin
K06253	IBSP	integrin binding sialoprotein
K06254	AGRN	agrin
K06255	HSPG2	heparan sulfate proteoglycan 2 (perlecan)
K06256	CD44	CD44 antigen
K06257	SDC1	syndecan 1
K06258	SV2C 	MFS transporter, VNT family, synaptic vesicle glycoprotein 2
K06259	CD36	CD36 antigen
K06260	GP5	platelet glycoprotein V
K06261	GP1BA	platelet glycoprotein Ib alpha chain
K06262	GP1BB	platelet glycoprotein Ib beta chain
K06263	GP9	platelet glycoprotein IX
K06264	GP6	platelet glycoprotein VI
K06265	DAG1	dystroglycan 1
K06266	CD47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
K06267	HMMR	hyaluronan-mediated motility receptor
K06268	PPP3R1 	serine/threonine-protein phosphatase 2B regulatory subunit
K06269	PPP1CA 	serine/threonine-protein phosphatase PP1 catalytic subunit [EC:
K06270	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
K06271	TLN1 	talin
K06272	ILK	integrin-linked kinase [EC:
K06273	ZYX	zyxin
K06274	VASP	vasodilator-stimulated phosphoprotein
K06275	PARVB 	parvin
K06276	PDPK1	3-phosphoinositide dependent protein kinase-1 [EC:
K06277	RAPGEF1	Rap guanine nucleotide exchange factor 1
K06278	CAV1	caveolin 1
K06279	SHC1	SHC-transforming protein 1
K06281	hyaB, hybC	hydrogenase large subunit [EC:
K06282	hyaA, hybO	hydrogenase small subunit [EC:
K06283	spoIIID	putative DeoR family transcriptional regulator, stage III sporulation protein D
K06284	abrB	transcriptional pleiotropic regulator of transition state genes
K06285	mtrB	transcription attenuation protein (tryptophan RNA-binding attenuator protein)
K06286	ezrA	septation ring formation regulator
K06287	maf	septum formation protein
K06288	gerAA	spore germination protein AA
K06289	gerAB	spore germination protein AB
K06290	gerAC	spore germination protein AC
K06291	gerBA	spore germination protein BA
K06292	gerBB	spore germination protein BB
K06293	gerBC	spore germination protein BC
K06294	gerD	spore germination protein D
K06295	gerKA	spore germination protein KA
K06296	gerKB	spore germination protein KB
K06297	gerKC	spore germination protein KC
K06298	gerM	germination protein M
K06299	gerPA	spore germination protein PA
K06300	gerPB	spore germination protein PB
K06301	gerPC	spore germination protein PC
K06302	gerPD	spore germination protein PD
K06303	gerPE	spore germination protein PE
K06304	gerPF	spore germination protein PF
K06305	gerQ	spore germination protein Q
K06306	yaaH	spore germination protein
K06307	yfkQ	spore germination protein
K06308	yfkR	spore germination protein
K06309	yfkT	spore germination protein
K06310	yndD	spore germination protein
K06311	yndE	spore germination protein
K06312	yndF	spore germination protein
K06313	ypeB	spore germination protein
K06314	rsfA	prespore-specific regulator
K06315	splA	transcriptional regulator of the spore photoproduct lyase operon
K06316	RFT1	oligosaccharide translocation protein RFT1
K06317	bofA	inhibitor of the pro-sigma K processing machinery
K06318	bofC	forespore regulator of the sigma-K checkpoint
K06319	cgeA	spore maturation protein CgeA
K06320	cgeB	spore maturation protein CgeB
K06321	cgeC	spore maturation protein CgeC
K06322	cgeD	spore maturation protein CgeD
K06323	cgeE	spore maturation protein CgeE
K06324	cotA	spore coat protein A
K06325	cotB	spore coat protein B
K06326	cotC	spore coat protein C
K06327	cotD	spore coat protein D
K06328	cotE	spore coat protein E
K06329	cotF	spore coat protein F
K06330	cotH	spore coat protein H
K06331	cotI	spore coat protein I
K06332	cotJA	spore coat protein JA
K06333	cotJB	spore coat protein JB
K06334	cotJC	spore coat protein JC
K06335	cotM	spore coat protein M
K06336	tasA, cotN	spore coat-associated protein N
K06337	cotS	spore coat-associated protein S
K06338	cotSA	spore coat protein SA
K06339	cotT	spore coat protein T
K06340	cotV	spore coat protein V
K06341	cotW	spore coat protein W
K06342	cotX	spore coat protein X
K06343	cotY	spore coat protein Y
K06344	cotZ	spore coat protein Z
K06345	yrbB, coxA	spore cortex protein
K06346	jag	spoIIIJ-associated protein
K06347	kapB	kinase-associated protein B
K06348	kapD	sporulation inhibitor KapD
K06349	kbaA	KinB signaling pathway activation protein
K06350	kipA	antagonist of KipI
K06351	kipI	inhibitor of KinA
K06352	phrA	phosphatase RapA inhibitor
K06353	phrC	phosphatase RapC regulator
K06354	phrE	phosphatase RapE regulator
K06355	phrF	phosphatase RapF regulator
K06356	phrG	phosphatase RapG regulator
K06357	phrI	phosphatase RapI regulator
K06358	phrK	phosphatase RapK regulator
K06359	rapA, spo0L	response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]
K06360	rapB	response regulator aspartate phosphatase B [EC:3.1.-.-]
K06361	rapC	response regulator aspartate phosphatase C [EC:3.1.-.-]
K06362	rapD	response regulator aspartate phosphatase D [EC:3.1.-.-]
K06363	rapE	response regulator aspartate phosphatase E [EC:3.1.-.-]
K06364	rapF	response regulator aspartate phosphatase F [EC:3.1.-.-]
K06365	rapG	response regulator aspartate phosphatase G [EC:3.1.-.-]
K06366	rapH	response regulator aspartate phosphatase H [EC:3.1.-.-]
K06367	rapI	response regulator aspartate phosphatase I [EC:3.1.-.-]
K06368	rapJ	response regulator aspartate phosphatase J [EC:3.1.-.-]
K06369	rapK	response regulator aspartate phosphatase K [EC:3.1.-.-]
K06370	safA	morphogenetic protein associated with SpoVID
K06371	sda	developmental checkpoint coupling sporulation initiation to replication initiation
K06372	sinI	antagonist of SinR
K06373	spmA	spore maturation protein A
K06374	spmB	spore maturation protein B
K06375	spo0B	stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]
K06376	spo0E	stage 0 sporulation regulatory protein
K06377	spo0M	sporulation-control protein
K06378	spoIIAA	stage II sporulation protein AA (anti-sigma F factor antagonist)
K06379	spoIIAB	stage II sporulation protein AB (anti-sigma F factor) [EC:
K06380	spoIIB	stage II sporulation protein B
K06381	spoIID	stage II sporulation protein D
K06382	spoIIE	stage II sporulation protein E [EC:
K06383	spoIIGA	stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]
K06384	spoIIM	stage II sporulation protein M
K06385	spoIIP	stage II sporulation protein P
K06386	spoIIQ	stage II sporulation protein Q
K06387	spoIIR	stage II sporulation protein R
K06388	spoIISA	stage II sporulation protein SA
K06389	spoIISB	stage II sporulation protein SB
K06390	spoIIIAA	stage III sporulation protein AA
K06391	spoIIIAB	stage III sporulation protein AB
K06392	spoIIIAC	stage III sporulation protein AC
K06393	spoIIIAD	stage III sporulation protein AD
K06394	spoIIIAE	stage III sporulation protein AE
K06395	spoIIIAF	stage III sporulation protein AF
K06396	spoIIIAG	stage III sporulation protein AG
K06397	spoIIIAH	stage III sporulation protein AH
K06398	spoIVA	stage IV sporulation protein A
K06399	spoIVB	stage IV sporulation protein B [EC:
K06400	spoIVCA	site-specific DNA recombinase
K06401	spoIVFA	stage IV sporulation protein FA
K06402	spoIVFB	stage IV sporulation protein FB [EC:3.4.24.-]
K06403	spoVAA	stage V sporulation protein AA
K06404	spoVAB	stage V sporulation protein AB
K06405	spoVAC	stage V sporulation protein AC
K06406	spoVAD	stage V sporulation protein AD
K06407	spoVAE	stage V sporulation protein AE
K06408	spoVAF	stage V sporulation protein AF
K06409	spoVB	stage V sporulation protein B
K06410	spoVFA	dipicolinate synthase subunit A
K06411	spoVFB	dipicolinate synthase subunit B
K06412	spoVG	stage V sporulation protein G
K06413	spoVK	stage V sporulation protein K
K06414	spoVM	stage V sporulation protein M
K06415	spoVR	stage V sporulation protein R
K06416	spoVS	stage V sporulation protein S
K06417	spoVID	stage VI sporulation protein D
K06418	SASP-A, sspA	small acid-soluble spore protein A (major alpha-type SASP)
K06419	SASP-B, sspB	small acid-soluble spore protein B (major beta-type SASP)
K06420	sspC	small acid-soluble spore protein C (minor alpha/beta-type SASP)
K06421	sspD	small acid-soluble spore protein D (minor alpha/beta-type SASP)
K06422	sspE	small acid-soluble spore protein E (minor gamma-type SASP)
K06423	sspF	small acid-soluble spore protein F (minor alpha/beta-type SASP)
K06424	sspG	small acid-soluble spore protein G (minor)
K06425	sspH	small acid-soluble spore protein H (minor)
K06426	sspI	small acid-soluble spore protein I (minor)
K06427	sspJ	small acid-soluble spore protein J (minor)
K06428	sspK	small acid-soluble spore protein K (minor)
K06429	sspL	small acid-soluble spore protein L (minor)
K06430	sspM	small acid-soluble spore protein M (minor)
K06431	sspN	small acid-soluble spore protein N (minor)
K06432	sspO, cotK	small acid-soluble spore protein O (minor)
K06433	sspP, cotL	small acid-soluble spore protein P (minor)
K06434	tlp	small acid-soluble spore protein (thioredoxin-like protein)
K06435	usd	required for translation of spoIIID
K06436	yabG	spore coat assemly protein
K06437	yknT	sigma-E controlled sporulation protein
K06438	yqfD	similar to stage IV sporulation protein
K06439	yraD	similar to spore coat protein
K06440	yraG	similar to spore coat protein
K06441	E1.12.7.2G	ferredoxin hydrogenase gamma subunit [EC:
K06442	tlyA	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:
K06443	lcyB, crtL1, crtY	lycopene beta-cyclase [EC:
K06444	lcyE, crtL2	lycopene epsilon-cyclase [EC:
K06445	fadE	acyl-CoA dehydrogenase [EC:1.3.99.-]
K06446	DCAA	acyl-CoA dehydrogenase [EC:1.3.99.-]
K06447	astD	succinylglutamic semialdehyde dehydrogenase [EC:
K06448	CD1A 	T-cell surface glycoprotein CD1
K06449	CD2	T-cell surface glycoprotein CD2
K06450	CD3D	T-cell surface glycoprotein CD3 delta chain
K06451	CD3E	T-cell surface glycoprotein CD3 epsilon chain
K06452	CD3G	T-cell surface glycoprotein CD3 gamma chain
K06453	CD247	CD3Z antigen, zeta polypeptide
K06454	CD4	T-cell surface glycoprotein CD4
K06455	CD5	T-cell surface glycoprotein CD5
K06456	CD6	T-cell surface glycoprotein CD6
K06457	CD7	T-cell surface glycoprotein CD7
K06458	CD8A	T-cell surface glycoprotein CD8 alpha chain
K06459	CD8B	T-cell surface glycoprotein CD8 beta chain
K06460	CD9	CD9 antigen
K06461	ITGAM	integrin alpha M
K06462	ITGAX	integrin alpha X
K06463	FCGR3A 	low affinity immunoglobulin gamma Fc receptor III
K06464	ITGB2	integrin beta 2
K06465	CD19	B-lymphocyte antigen CD19
K06466	MS4A1	B-lymphocyte antigen CD20
K06467	CD22	CD22 antigen
K06468	FCER2	low affinity immunoglobulin epsilon Fc receptor
K06469	CD24	CD24 antigen
K06470	CD28	CD28 antigen
K06471	PECAM1	platelet/endothelial cell adhesion molecule
K06472	FCGR2A	low affinity immunoglobulin gamma Fc receptor II-a
K06473	CD33	CD33 antigen
K06474	CD34	CD34 antigen
K06475	CD37	CD37 antigen
K06476	ITGA2B	integrin alpha 2B
K06477	 	sialophorin
K06478	PTPRC	receptor-type tyrosine-protein phosphatase C [EC:
K06479	CD48	CD48 antigen
K06480	ITGA1	integrin alpha 1
K06481	ITGA2	integrin alpha 2
K06482	ITGA3	integrin alpha 3
K06483	ITGA4	integrin alpha 4
K06484	ITGA5	integrin alpha 5
K06485	ITGA6	integrin alpha 6
K06486	ICAM3	intercellular adhesion molecule 3
K06487	ITGAV	integrin alpha V
K06488	CD52	CDW52 antigen
K06489	CD53	CD53 antigen
K06490	ICAM1	intercellular adhesion molecule 1
K06491	NCAM1 	neural cell adhesion molecule
K06492	CD58	CD58 antigen
K06493	ITGB3	integrin beta 3
K06494	SELE	selectin, endothelial cell
K06495	SELL	selectin, lymphocyte
K06496	SELP	selectin, platele
K06497	CD63	CD63 antigen
K06498	FCGR1A	high affinity immunoglobulin gamma Fc receptor I
K06499	CEACAM5 	carcinoembryonic antigen-related cell adhesion molecule
K06500	PSG8 	pregnancy specific beta-1-glycoprotein
K06501	CD68	CD68 antigen
K06502	CD69	CD69 antigen
K06503	TFRC	transferrin receptor
K06504	CD72	CD72 antigen
K06505	CD74	CD74 antigen
K06506	CD79A	CD79A antigen
K06507	CD79B	CD79B antigen
K06508	CD81	CD81 antigen
K06509	CD82	CD82 antigen
K06510	CD83	CD83 antigen
